hero,degree
IRON MAN V/TEEN TONY,17
"LEE, STAN",17
"LEWIS, DEVON",17
MAGNUS,17
MALICE V/NAKIA,17
"MALUS, DR. KARL",17
"MCKEEVER, TINY",17
MEANY,17
MODRED THE MYSTIC,17
"O'CONNELL, TARYN",17
OKOYE,17
"PALERMO, HARRIET ROS",17
PIPELINE/CORMICK GRI,17
PUFF ADDER,17
"RAM, SIR",17
"RASPUTIN, MIKHAIL",17
"ROBERTSON, AMANDA",17
ROULETTE II/JENNY ST,17
SHAPE,17
STUNNER/ANGELINA BRA,17
STUNT-MASTER/GEORGE,17
"SUMMERS, SCOTT III |",17
TAI II,17
TAROT/MARIE-ANGE COL,17
THRENODY,17
"TSURAYABA, MATSUO",17
URSA MAJOR/MIKHAIL U,17
ALBERT,17
BEREET,17
BLACKWING/JOSEPH MAN,17
BUZZ,17
"CARRADINE, JESSICA J",17
CONTEMPLATOR/TATH KI,17
"COOPER, ROGER CAPS",17
DOLLAR BILL,17
DR. SUN,17
EENY,17
ELSIE DEE,17
"FARREL, MIKE",17
WATER WIZARD/PETE,17
YELLOWJACKET III/HEN,17
ZIRAN,17
ZOMBIE/SIMON GARTH,17
VERTIGO II,16
WEAPON X II/GARRISON,16
WIDE LOAD ANNIE/ANNI,16
WILDSIDE,16
X-RAY,16
ZIRA,16
"CORD, JANICE",16
DEATHWATCH/STEPHAN L,16
DIAMONDHEAD/DYKER,16
FALLEN | MUTANT X-VE,16
FAMINE/AUTUMN ROLFSO,16
"FERRARI, CONNIE",16
AIREO/AEOLUS [INHUMA,16
ARKON,16
"AVRIL, SALLY",16
BAMBI,16
BELASCO,16
BUSHWACKER/CARL,16
SLUG/ULYSSES X. LUGM,16
"SMYTHE, ALISTAIR ALP",16
STELLARIS/LEAH PRINC,16
"STERMAN, ANDREA ANDI",16
SUNDER,16
SUPER SABRE/MARTIN F,16
TINKERER,16
TONGAH,16
"TORK, SGT.",16
TWO-GUN KID,16
"TYGER, LORD",16
TYR,16
O'DONNELL,16
OMEGA II,16
POPPA WHEELER,16
"RIDER, GLORIA",16
SCOURGE,16
"LEI KUNG, THE THUNDE",16
LORD CHAOS,16
MALICE IV,16
MANBOT/BERNIE LACHEN,16
"MOY, ALYSSA",16
GAUNT/MENDEL STROMM,16
GRIFFIN II/JOHNNY HO,16
HAROKIN [ASGARDIAN],16
HERMOD [ASGARDIAN],16
FREE SPIRIT/CATHY WE,15
GEMINI/JOSHUA LINK,15
GLORIAN/THOMAS GIDEO,15
GREMLIN/,15
GUARDSMAN/KEVIN O'BR,15
GYPSY MOTH,15
"HOLDEN, DR. SAMUEL",15
JIGSAW,15
"KENT, CLARK",15
"KOENIG, ERIC",15
"LELAND, HARRY",15
"LIPSCOMB, DR. ANGELA",15
"LOBO, EDUARDO",15
MADAME MASQUE III,15
MAGDALENE/MARISSA DA,15
"MCDOWELL, SCOTTY",15
MINERVA [KREE],15
MONTGOMERY,15
MORG,15
NITRO/ROBERT L. HUNT,15
"O'HARA, ROBERT IRONG",15
POSITRON/RONNIE,15
QUASIMODO,15
RANDI,15
RETREAD,15
ROCK PYTHON,15
"ROSEN, WALTER",15
SCALPHUNTER,15
SCRIER II/,15
SENTRY 459,15
SETH,15
"SHINSKI, PROFESSOR W",15
SILVER DAGGER/ISAIAH,15
"SIMON, ALEX FLORES",15
SLITHER,15
SPRITE,15
"STARR, TRIXIE TRISH",15
TAGAR,15
TAURUS/CORNELIUS VAN,15
TIMESLIP/RINA PATEL,15
ACHILLES II/HELMUT,15
AGAMEMNON III/,15
ARABIAN KNIGHT/ABDUL,15
AUGUST PERSONAGE IN,15
"BANCROFT, MARTINE",15
"BLAIRE, CARTER",15
"BLAKE, KENT",15
BLIND AL/ALTHEA,15
BOOMSLANG/,15
"BROMWELL, DR.",15
BUSHMASTER II/QUINCY,15
"CAMPBELL, DR. RORY",15
CANDY,15
CRUCIBLE/BYRON CALLE,15
CYBER,15
"D'ANGELO, LIEUTENANT",15
"DARE, KATHLEEN",15
DARLA,15
DEATH-STALKER,15
DELILAH,15
D.O.A.,15
EEL/LEOPOLD STRYKE,15
"EVANS, DORIS",15
FLAG-SMASHER,15
"CARSON, LT. PAUL",14
CATSEYE/SHARON SMITH,14
CHONDU,14
"CODY, GARY",14
COLDBLOOD/,14
"COLE, WADE",14
COMET MAN/DR. STEPHE,14
DANSEN MACABRE,14
DEMONICUS/DR. DOUGLA,14
"DRAKE, WILLIAM ROBER",14
DR. FAUSTUS,14
DWELLER IN DARKNESS,14
FATALE/PAMELA GREENW,14
FER DE LANCE/TERESA,14
AJAK/TECUMOTZIN [ETE,14
"ARMBRUSTER, COLONEL",14
BARON BLOOD II/VICTO,14
BLACK KNIGHT IV/PROF,14
BLACK KNIGHT V STATU,14
BLITZIANA,14
BOMBSHELL/,14
"BYRD, NATHANIEL ALEX",14
CAPTAIN AMERICA | MU,14
SHOCKWAVE/LANCASTER,14
SIGYN,14
"STARK, MORGAN",14
STRIDER,14
"STROUD, SIMON",14
"STUART, BRIG. ALYSAN",14
TIMBERIUS,14
"TRAVELLER, DR. JUDAS",14
U-MAN/MERRANO,14
UNICORN/MYLOS MASARY,14
"URSULA, LADY",14
VAGABOND/PRISCILLA L,14
VALINOR,14
NUKLO/ROBERT FRANK J,14
PARALYZER,14
"PARKER, BEN",14
PURPLE MAN/ZEBEDIAH,14
RAMBO,14
RED GUARDIAN V,14
"ROSSI, COL. MICHAEL",14
ROUGHHOUSE,14
SCORCH II,14
KYLUN/COLIN MCKAY,14
LEONUS/LIONUS [INHUM,14
LOOTER/NORTON G. FES,14
MAELSTROM/MALCOLM ST,14
MAJOR DOMO,14
MARVEL WOMAN | MUTAN,14
MASTER ORDER,14
METEORITE,14
GAIA,14
GREEN GOBLIN IV/PHIL,14
HAMIR,14
HARDRIVE,14
JETSTREAM/HAROUD IBN,14
JINX,14
KILLER SHRIKE/SIMON,14
"VERMIN, LADY",14
YELLOWJACKET II/RITA,14
VOSTOK,13
WHITE WOLF/HUNTER,13
"WINTHROP, DESIREE",13
YMIR,13
"FORTUNATO, GIACOMO J",13
GAMBIT | MUTANT X-VE,13
GARDENER/ORD ZYONYZ,13
GENII/JASON KIMBALL,13
GROK,13
HARPOON,13
"HOBBS, HARRIS",13
HOTSHOT/LOUIS,13
"HSU, CHEN",13
HUNCH,13
HYPERION II,13
IN-BETWEENER,13
IRON MAN III/EDDIE M,13
JACK FROST/,13
"JACKSON, ANDREW JOCK",13
JESTER/JONATHAN POWE,13
"JONES, DANIEL DANNY",13
"JONES, LORRAINE LORR",13
"JONES, TAMMY ANNE",13
KINGO SUNEN [ETERNAL,13
KRAVEN THE HUNTER II,13
LINK,13
LIVING MUMMY,13
"LOCKLIN, GENERAL MER",13
"MACON, ANGELO",13
MADAME MENACE/SUNSET,13
MAN-APE/M'BAKU,13
MANDRILL/HENSLEY FAR,13
MARVEL GIRL II/VALER,13
MARX,13
"MCGRILL, MARY",13
"MEACHUM, WARD",13
MERLIN,13
"MORGAN, JERROLD JERR",13
"MORRELL, SABRINA",13
MOTHER SUPERIOR,13
MYSTERIO II/DANIEL B,13
"NAGAN, DR. ARTHUR",13
NEBULON,13
ONE ABOVE ALL [CELES,13
PIXIE/ [ETERNAL],13
PLAGUE,13
QUICKSAND,13
RAMPAGE/STUART CLARK,13
REPTYL,13
"REYNOLDS, KATHERINE",13
RUBY,13
SAT-YR-9,13
SCARECROW/EBENEZER L,13
SOLO/,13
SPACE PHANTOM,13
SPYMASTER/JAKE JORDA,13
STALLIOR,13
TARANTULA/ANTON MIGU,13
TEXAS TWISTER/DREW D,13
THANOS DOPPELGANGER,13
ADVERSARY,13
AMPHIBIAN/KINGLEY RI,13
ANAK,13
"ASTROVIK, NORMA",13
AVIA,13
"BADALAMENTE, JESUS",13
BARBARUS,13
BEEFER,13
BLACKOUT II/,13
BLIZZARD II/DONALD G,13
BLOODSCREAM,13
BRAINCHILD,13
BUCKY VII/RIKKI BARN,13
"BUSHMAN, RAOUL",13
BYRRAH [ATLANTEAN],13
CALYPSO,13
CAPTAIN AMERICA IV/S,13
CARDIAC/DR. ELI WIRT,13
CHAMPION/TRYCO SLATT,13
"CLINTON, BILL",13
DEATH ADDER,13
DEMOGOBLIN,13
"DILLON, BERNIE",13
DR. BONG,13
ELEKTRA | MUTANT X-V,13
"FIELSTEIN, FIREWORKS",13
FIZ [SKRULL],13
"CHANEY, AMANDA",12
CHANGELING,12
"CICERO, CAESAR BIG C",12
COACHWHIP,12
COURIER/JACOB GAVIN,12
CRIPPLER/KARL STRIKL,12
CUTTHROAT/DANIEL LEI,12
DELPHI,12
DINAH-SOAR,12
DOORMAN,12
DORREK [SKRULL],12
DRAGONFLY/VERONICA D,12
DRUID/DREDMUND CROMW,12
EEL II/EDWARD LAVELL,12
EITRI,12
EPOCH,12
ERIC THE RED [SHI'AR,12
ERISHKIGEL II/HOLLY,12
FANCY DAN,12
"ACHEBE, REVEREND DOC",12
AGAMOTTO,12
AHAB/RORY CAMPBELL,12
AIR-WALKER/GABRIEL L,12
"ALEXANDER, CALEB",12
APE MAN/GORDON MONK,12
AURIC/,12
BARON BLOOD/JOHN FAL,12
"BAZIN, PHILLIPPE",12
BLACK CROW/JESSE BLA,12
BLACKOUT/MARCUS DANI,12
BLACK TARANTULA II/C,12
BRUTO THE STRONGMAN/,12
BUCKY VI/,12
"BURLEY, MIKE",12
"CAESAR, JONATHAN",12
"STALYENKO, COL. YURI",12
STONEWALL/LOUIS HAMI,12
SUGAR MAN,12
"TANAKA, OPAL",12
TATTERDEMALION/,12
"TODD, FISHER",12
TORGO,12
"TREVANE, DET. CONNOR",12
UNUSCIONE,12
"URICH, DORIS",12
NOBILUS,12
NOM,12
NUMBER NINE,12
POUNDCAKES/MARIAN PO,12
POWERHOUSE/RIEG DAVA,12
PRETTY BOY,12
"RAYMOND, ANN",12
RAZORBACK/,12
RAZORFIST III,12
RED RAVEN,12
"ROGERS, GAYLE",12
"ROSS, COURTNEY",12
"RUNCITER, GAIL",12
RUNNER,12
SAGITTARIUS/HARLAN V,12
SASQUATCH II,12
SATANA,12
SCORPIO/JAKE FURY,12
LEAP-FROG/VINCENT PA,12
LOBO,12
MAA-GOR,12
"MANELLI, DINO",12
MARILLA [INHUMAN],12
"MARTIN, TERI",12
MONDO II,12
MONTANA,12
"MORLAK, MARIS",12
MR. IMMORTAL,12
FLATMAN,12
FORTUNATO,12
"FROST, ADRIENNE",12
GAEA,12
GAZA,12
GOSAMYR,12
"HARRIS, EDDIE",12
HARVEST/CHI LO,12
HOLOCAUST,12
"HUXLEY, DR. HORATIO",12
JACK FLAG/,12
"JOSEPH, SHEVA",12
"JOYCE, SAMANTHA",12
WARRIOR WOMAN/JULIA,12
WARSTAR,12
WILL O' THE WISP/JAC,12
WITNESS/NESS,12
WOODGOD,12
ZALADANE,12
"WARD, SEN. STEWART",11
WAXWORK,11
W'KABI,11
ZELDA,11
FLYING TIGER,11
"FONDOZZI, MICKEY",11
FONTANELLE/GLORIA DA,11
"FREEMAN, DUANE JEROM",11
FRIDAY,11
"GARTH, DONNA",11
GHOST GIRL II/LILLI,11
"GREY, JEAN | MUTANT",11
GUNTHAR II,11
HELIX/RAFAEL CARAGO,11
HERA/AUGUSTINE JONES,11
HERMES [GREEK GOD],11
HESCAMAR/MARNOT [ASG,11
"HITLER, ADOLF",11
"HUXLEY, DR. ALDA",11
IKTHON,11
"ISHIMA, DAVID",11
"IVANOVA, ELENA",11
JAILBAIT/JESS,11
JARELLA,11
"JEFFRIES, DR.",11
"JONES, HUGH",11
KHORYPHOS [ETERNAL],11
KLIGGER/SEN. EUGENE,11
"KLINE, MR.",11
"KRAMER, KENNY",11
LEIR,11
LIGHTMASTER/EDWARD L,11
LIVEWIRE/RANCE PREST,11
LOGA II,11
LUMP,11
LUNATIK/ARISEN TYRK,11
MACHETE/FERDINAND LO,11
MADCAP,11
MAGNETO | MUTANT X-V,11
MAHA YOGI,11
"MANOLIS, LT. NICK",11
MANSLAUGHTER,11
MARVEL BOY III/ROBER,11
MODAM,11
MOONSTONE/LLOYD BLOC,11
"MOREAU, DAVID",11
MR. FANTASTIC DOPPEL,11
MR. FEAR III/PROF. L,11
"MULDOON, SGT. BRIAN",11
NANNY II,11
NEZARR,11
OCCULT,11
OGRE,11
OGUN,11
ORPHAN-MAKER/PETER,11
OVERRIDE/DR. GREGORY,11
"PARKER, MARY (ROBOT)",11
PRIMUS,11
"PUENTES, DONNA MARIA",11
QUAGMIRE,11
RAMONDA,11
"REAGAN, RONALD",11
RINGTOSS,11
"ROSETTI, GABRIEL",11
"RYKER, MAJOR SIMON",11
SAMUELS,11
SCATTERBRAIN,11
SET,11
SHAPER OF WORLDS,11
"SHAW, SHINOBI",11
SILVERCLAW/LA GARRA,11
SISTER PLEASURE/SCAR,11
STILETTO,11
"STRANG, COL./LT. GAR",11
SWORDSMAN II/COTATI,11
TAI,11
TEMPEST/GRANNZ,11
THUG,11
ULTIMO,11
ADORA,11
AEGIS/TREY ROLLINS,11
"ASH, BRANDY",11
ATLAS,11
BEETLE II/LEILA DAVI,11
"BERENGHETTI, MICHAEL",11
BIG BERTHA/ASHLEY CR,11
BIRD MAN/HENRY HAWK,11
BLACK FOX/ROBERT W.,11
BLACK RACER/,11
BLIZZARD/PROF. GREGO,11
BODYBAG,11
"BRADDOCK, JAMES JR.",11
"BRANDT, ELLEN",11
BRIGHTSWORD/CARTER D,11
"BROWN, MINDY MCPHERS",11
CALCULUS/JAHAHAREL P,11
CALEDONIA/ALISANDE S,11
CAPRICORN/WILLARD WE,11
CARNIVORE/COUNT ANDR,11
CAT MAN/HORGAN,11
CHESBRO,11
CHINA DOLL,11
COPPERHEAD III/DAVIS,11
"CORD, EDWIN",11
DEATHURGE,11
DR. SPECTRUM II/DR.,11
EFFIGY/LT. VELMAX/JA,11
EMPRESS S'BYLL [SKRU,11
ENFORCER/DELAZNY,11
FERRO2,11
FIREBRAND/GARY GILBE,11
CHEN,10
"CLAREMONT, CHRIS",10
"COLLINS, NICK",10
"COLON, CHERYL",10
CRIMSON DYNAMO III/A,10
CYCLONE II/PIERRE FR,10
DAKIMH THE ENCHANTER,10
"DAMIAN, DR. DANIEL",10
"D'AURIA, JACK",10
DAYDREAMER/CATHERINE,10
"DEWITT, KEARSON",10
"DORCAS, LEMUEL DR.",10
"DRAKE, MADELINE BEAT",10
FALZON,10
FANTASMA,10
"ADAMS, CINDY",10
ARCHAEOPTERYX/TONAJA,10
"BEACH, GINGER",10
"BEACH, SPIDER",10
"BERGIER, REBECCA",10
BI-BEAST II,10
BLUE DIAMOND/PROFESS,10
"BOGGS, MORDECAI P.",10
SILVER SCORPION/ELIS,10
"SLOAN, JASON",10
"SMYTHE, SPENCER",10
"SOAP, DET.",10
STICK,10
"SUPERIA/WENTWORTH, D",10
"SWANN, DR. EVAN",10
TARANTULA II/CAPT. L,10
TERROR II,10
THAKOS,10
THIN MAN/BRUCE DICKS,10
ORB,10
"PARKER, RICHARD (ROB",10
PERUN,10
PHASTOS [ETERNAL],10
POWELL,10
"PRENTISS, BETTY DEAN",10
PROFESSOR POWER/ANTH,10
PROTOCIDE/PRIVATE CL,10
PYLLAR,10
RANDOM II/MARSHALL E,10
REAPER II,10
RIGER,10
SATANNISH,10
"SAUNDERS, KRISTINE",10
SAYGE,10
"KLEINSTOCK, HARLAN",10
"KLEINSTOCK, SVEN",10
"LANE, LOIS",10
"LAVEAU, MARIE",10
"LITTLE, ABNER",10
LLYRON,10
LUPO,10
MAN-MOUNTAIN MARKO,10
MARTHA,10
MASKED MARAUDER/FRAN,10
MASTER PANDEMONIUM/M,10
"MCCOY, EDNA ANDREWS",10
"MCLAREN, MEGAN",10
"MCPHERSON, LING",10
MIDNIGHT/M'NAI,10
MONGOOSE,10
"MONGRAIN, ALISON",10
MROTH,10
NAZE,10
NEPTUNE [OLYMPIAN],10
FOOLKILLER III/KURT,10
GAROKK,10
GHOST,10
GIBBON/MARTIN BLANK,10
GOLDBUG,10
GREEN GOBLIN V/,10
GREGOR,10
"HEYWERTH, GENERAL",10
"HOCHBERG, ROGER",10
IMPOSSIBLE WOMAN,10
INTERLOPER,10
"JONES, BART",10
JOYBOY,10
KAMO THARNN,10
"WEBSTER, NORM",10
WENDIGO III/FRANCOIS,10
WIZ KID/TAKESHI MATS,10
WOZ/DEWOZ,10
"ZOTA, CARLO",10
ZZZAX,10
"WADE, AGENT JOE",9
WALDO,9
"WING, PROFESSOR",9
WIPEOUT,9
WRAITH,9
"FLORES, JAMIE",9
FLYING DUTCHMAN,9
FORCE/CLAYTON WILSON,9
FOXBAT,9
FROG-MAN II/EUGENE P,9
"GARVIN, GEARS",9
GREEN GOBLIN III/BAR,9
GRIM HUNTER/KRAVINOF,9
GROWING MAN,9
"HALE, JONAS",9
HANGMAN,9
HATE-MONGER/ADOLF HI,9
"HIBBERT, HOPE",9
HIGHNOTE/RAOUL HERNA,9
"HORTON, PROFESSOR PH",9
HRIMHARI,9
HURRICANE III,9
IRON CROSS/HELMUT GR,9
"JONES, MAGGIE",9
"JONES, NELL",9
JONIN,9
KALA,9
"KINCAID, JIMMY",9
KRONOS,9
LANCER/SAMANTHA DUNB,9
"LARGO, CHIEF",9
"LOCKE, DR. CASSANDRA",9
LUMINOR,9
MAGUIRE,9
"MALPHER, KATHY",9
MAN-BULL/BULL TAURUS,9
MARIONETTE/MARI,9
"MARRERO, ED",9
"MARTIN, ASHLEY",9
MATHEMANIC/THOMAS SO,9
"MAXWELL, MORRIS",9
"MCCOURT, ALLISON",9
"MCCOY, NORTON",9
MIDAS,9
MINDSINGER/GREGOR,9
MOONRAKER/SLADE TRUM,9
MOONSTALKER/KIANA,9
MORDRED THE EVIL,9
MR. JUSTICE/TIMOTHY,9
MR. NACHT,9
"MURDOCK, SISTER MAGG",9
NEEDLE,9
NIELS,9
NIGHT RIDER,9
OMNIBUS/LT. DALLAS,9
"O'NEILL, DET. BRADY",9
ORIKAL,9
OX,9
PATRIOT/JEFF MACE,9
PERRIKUS,9
POISON/CECILIA CARDI,9
"POWELL, OFFICER MIKE",9
PROMETHEUS II,9
QUEEN KNORDA/NORA QU,9
"QUINN, PAMELA",9
"RALSTON, SENATOR ROB",9
"RAMBEAU, FRANK",9
"RAMBEAU, MARIA",9
"RANN, COMMANDER ARCT",9
"RIFKIN, BIFF",9
ROCKET RACCOON,9
ROUST,9
"SAROYAN, NEAL",9
"SATURNYNE, OPAL LUNA",9
SAVAGE STEEL/HARRY L,9
SCARLET CENTURION,9
SCRAMBLER,9
"SCRATCH, NICHOLAS",9
SILVER,9
SISTER AGONY,9
SKIN II/DONNA BLISS,9
"SOMMERS, APRIL",9
SOPHIE,9
SORRENTINO/SORRENTIN,9
SPHINX II,9
SPIDER-WOMAN IV/CHAR,9
SPRAGG,9
SPROCKET,9
STARBOLT,9
TERROR/LASLO PEVELY,9
TICKTOCK,9
TUSK,9
ULTIMUS,9
VAMP,9
VARUA/MIRA,9
3-D MAN/CHARLES CHAN,9
4-D MAN/MERCURIO,9
AMIKO,9
APE/,9
AQUARIUS/DARREN BENT,9
ARAKI [SHI'AR],9
ARIES II/GROVER RAYM,9
"AYALA, AWILDA",9
BANTAM/,9
"BAZIN, ALLEGRA",9
BLACK FOX II/,9
BLACKHEART,9
BLITZKRIEG/,9
BLOOD BROTHERS,9
BRUTE/REED RICHARDS,9
BUG,9
BULLET,9
CADUCEUS,9
"CARBONE, ROSALIE",9
"CARTER, BRAD",9
CHEMISTRO/CURTIS CAR,9
CH'THON,9
"CHURCHILL, LORD",9
"COLLINS, TRACY",9
COMET/HARRIS MOORE,9
"COWEN, ELAINE",9
DESIGNATE/TARENE,9
DEUCE,9
D'KEN [SHI'AR],9
DOMO,9
"DOVER, DONNA-LEE",9
EARTHQUAKE,9
EIGHTBALL,9
CARINA/CARINA WALTER,8
CARRION,8
CARRION II/MALCOLM M,8
"CARTER, JIMMY",8
"CHAMBERS, MR.",8
CHANCE,8
"CHATTERTON, DAVE",8
"CHURCH, LYNN",8
"CONOVER, ALYSSA",8
CORRUPTOR/JACKSON DA,8
"COURTNEY, DELPHINE",8
CRIMEBUSTER/FRANK MO,8
DARK MOTHER/FINALITY,8
DARKOTH/MAJOR DESMON,8
DEADBOLT,8
DIGGER,8
DIONYSUS [GREEK GOD],8
DIRT NAP,8
"DOLAN, CAPT. THOMAS",8
DOPPELGANGER,8
DORMA II [ATLANTEAN],8
"DRAKE, CARLTON",8
"DRAN, DAMON",8
DR. NEMESIS/DR. STOC,8
"DUBOIS, NOAH",8
"DUNCAN, FRED",8
"DUNHAM, LAURA",8
ELECTRON,8
ERG,8
ESON [CELESTIAL],8
"FAIRMONT, AMANDA MAN",8
FERON,8
FIREWALL/THEARY/MIN,8
FIXX,8
ADMIRAL PROTOCOL/,8
ADVA,8
AGED GENGHIS,8
APOLLO [GREEK GOD],8
ARCADIUS,8
ARIEL II,8
ASHEMA [CELESTIAL],8
ATHENA [GREEK GOD],8
"AUTHIER, TRACY TRACE",8
BANSHEE II,8
"BAXTER, NOAH",8
BELLAM,8
BLACK KNIGHT III/EOB,8
BLACK LAMA,8
BLOOD WRAITH/SEAN DO,8
"BRICKMAN, SEN. MILES",8
BRONA,8
BUX,8
"BYRNES, GAYLE WATSON",8
"CAGLIOSTRO, ALESSAND",8
CANCER/JACK KLEVENO,8
SHATTERAX,8
SIN-EATER/STAN CARTE,8
SISTER DEATH,8
SISTER DREAM,8
SISTER NIL,8
SLEEPER,8
SMASHER IV,8
SOLARR,8
SPLICE/CHANDRA KU,8
SPOOR/ANDREW HAMISH,8
SPYNE,8
STAINED GLASS SCARLE,8
"STAPLES, EDNA M. GRA",8
STARSHINE/LANDRA,8
"ST. CROIX, CLAUDETTE",8
"ST. CROIX, NICOLE",8
STEGRON,8
SUWAN,8
TAKU,8
"TALBOT, MAJ. MATT",8
TERMINATOR,8
"THOMAS, ROY",8
THUNDERBIRD/JOHN PRO,8
TOWER,8
"TRAVERS, MIKE",8
T-RAY/WADE WILSON,8
TRICKSHOT,8
"TSO, JASON",8
TYRAK,8
VALKIN,8
"VAZHIN, ALEXEI MIKHA",8
NINA,8
NINJA/,8
NUMBERS,8
OVERBOSS DIXON,8
"PENNYWORTH, J.C.",8
PHOBIUS,8
PRETTY PERSUASIONS/H,8
PRINCESS FEN [ATLANT,8
PRINCESS ZANDA,8
PROTEUS II,8
"PUSHKIN, IVAN",8
QNAX,8
RALF,8
"RAMIREZ, JAVIER",8
"RAVEN, SABBATH",8
REIGNFIRE/,8
"RICHARDS, REED | MUT",8
RIGHT-WINGER/JEROME,8
"RITTER, DEBORAH",8
"RITTER, DONALD",8
"ROBERTS, TED",8
"ROMMEL, EDWIN ROMULU",8
"RUBINO, STEVE HEADSE",8
"RUDOLFO, PRINCE",8
"RYKER, HARLAN",8
SALOME,8
SCANNER/SKERA,8
"KINGSLEY, DANIEL",8
"KREA, BRUNO",8
"LANE, SILAS",8
"LEBEAU, JEAN-LUC",8
LEFT HAND/DIEGO CASS,8
LEFT-WINGER/HECTOR L,8
LIFEFORCE,8
"MACLAIN, DR. MYRON",8
"MADDEN, CHET",8
MAGNIR,8
"MAGNUM, MOSES",8
MAJESTON ZELIA,8
"MAJOWSKI, SAM MOTHER",8
"MANH, COY LEONG XUI",8
"MANH, COY NGA",8
MANTIS (SPACE PHANTO,8
MARITA,8
MASTER MENACE/DR. EM,8
MASTER PROGRAMMER,8
"MAXIMOFF, DJANGO",8
"MAXWELL, DR. WILFRED",8
"MEDINA, ANALISA MARI",8
MENTOR II,8
"MICHEL, RAFE",8
MIRACLE MAN,8
"MONTESI, VICTORIA",8
"MOOMJI, INDRIES",8
MOUNTJOY,8
NEMESIS,8
NIGHT,8
FOXFIRE/OLIVIA UNDER,8
GENESIS/TYLER DAYSPR,8
GOG,8
GOLDDIGGER,8
GRIS-GRIS,8
GRIZZLY II/THEODORE,8
GRIZZLY/MAXWELL MARK,8
GROTESK,8
HARDCORE/,8
"HARROW, DR. JONAS",8
HAUPTMANN DEUTSCHLAN,8
HAWKSHAW,8
HAYWIRE/,8
HUNTER IN DARKNESS,8
HUSSAR,8
IMPALA/,8
IT,8
JADE DRAGON/DEI GUAN,8
JAM/JASMINE ARCHER,8
"JENNINGS, JOSEPH",8
"JONES, SANDY",8
"JOSHUA, DR. SEGISMUN",8
"KANNOR, ORLANDO",8
VIRGO/ELAINE MCLAUGH,8
"WEI, LINDA",8
WHIPLASH II/,8
"WILSON, DUBOSE",8
"WORTHINGTON, KATHRYN",8
X-CUTIONER/CARL DENT,8
XEMNU,8
"YIN, DR. SU",8
ZARAN II,8
ZEFRA,8
ZON,8
VEDA,7
VIBRO/DR. FRANCIS VI,7
"VON RICHTOFEN, LT. M",7
"WALSH, CAPT. ALEXAND",7
WEASEL/JACK HAMMER,7
"WEIN, LEN",7
WHITEOUT,7
"WILFORD, ELISABETH B",7
"WILKS, SHANTAL",7
"WILLIAMS, MINDY",7
"WILSON, LOUIS",7
"WILSON, MERCEDES",7
YAP,7
YRDISIS,7
FLY,7
FROG MAN/FROG LE BLA,7
"FUNARO, DONNA",7
GATECRASHER,7
GEATAR,7
GENTRY,7
"GNUCCI, MA",7
GORGILLA,7
GREYSTONE/BRIAN YOUN,7
HAG/,7
"HAMILTON, MICKY",7
HELIO,7
HIGH OVERLORD,7
HOLY/FATHER HECTOR R,7
HORUS [EGYPTIAN GOD],7
HULK ROBOT,7
HYBRID/JAMES JIMMY M,7
HYPERSTORM,7
IMPULSE II/DWIGHT HU,7
INFINITY II,7
IRIDIA [INHUMAN],7
IRON MAN DOPPELGANGE,7
"JANES, FATHER MICHAE",7
"JARZINHO, COL. EDSON",7
JASON,7
JINKU,7
JUVAN,7
KAMIKAZE,7
KORATH THE PURSUER,7
KORREK,7
KUBIK,7
KULAN GATH,7
"LADONNA, HOLLY",7
"LANDERS, RAY",7
"LANDERS, RICKY",7
LANN,7
LEO/DANIEL RADFORD,7
LEVIATHAN IV,7
LILITH II,7
"LITTLETREE, LINDA",7
MACE,7
MADAME HYDRA VI,7
MAGUS II,7
MALTESE,7
MARAUDER,7
MASTERMIND III,7
"MASTERS, DR. AUGUST",7
"MAYE, APRIL",7
"MCCABE, NINA",7
"MCHELE, JEREMY",7
MEDEA,7
"MELLACE, LUCY SANTIN",7
METEORITE III/VALERI,7
MIDNIGHT'S FIRE/,7
MR. TERMINEUS/AMODEU,7
"MUTO, JUNZO",7
NAHREES [INHUMAN],7
NAMORA/AQUARIA NAUTI,7
NECRODAMUS,7
NEREEL,7
NIGHTCRAWLER | MUTAN,7
NIGHT RIDER III/HAMI,7
NIGHTSIDE,7
"NYLES, JENNIFER",7
"O'BRYAN, BOB",7
ODDBALL/ELTON HEALEY,7
OXBOW/,7
"PAIBOK, CAPT. [SKRUL",7
PHANTAZIA/,7
PHANTOM RIDER II/HAM,7
PIPER,7
PISCES/NOAH PERRICON,7
POLTERGEIST/MICKEY S,7
PRINCE REY,7
PROSH,7
PSI-BORG/,7
PSYNAPSE,7
QUENTINO,7
"RASPUTINA, ILLYANA I",7
RICOCHET RITA,7
"RYKER, GENERAL",7
SCOURGE II/,7
SEA WITCH/BRIGIT O'H,7
SEEKER/TARM,7
SHADOWCAT 2013,7
SHAMROCK/MOLLY FITZG,7
"SHORR, JACQUELINE",7
SICKLE II/,7
"SINCLAIR, MORGAN",7
SMUGGLER II/CONRAD J,7
SNAKEBITE/,7
STEEL WIND,7
"STEWART, MACKINLEY",7
STROBE/,7
SUNTURION/ARTHUR DEA,7
TANTE MATTIE,7
TARAKIS,7
TARBABY,7
TATSU'O,7
TEMPUS,7
TERMINUS,7
THORNN II/LUCIA CALL,7
TITAN,7
TOLLIVER,7
